EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,retirementType,resignationReason,Attrition
3355,2016,42,Travel_Rarely,Sales,11,1,Technical Degree,2,Single,59400,7,16,0,10,2,5,0,3,3,3,3,2,Not Applicable,Not Applicable,0
3356,2016,33,Travel_Rarely,Sales,2,3,Marketing,1,Single,59140,3,16,1,6,4,3,0,2,3,1,3,3,Not Applicable,Not Applicable,0
3357,2016,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Divorced,26220,2,23,0,24,3,6,0,4,3,2,3,3,Not Applicable,Not Applicable,0
3358,2016,31,Travel_Rarely,Sales,1,3,Life Sciences,1,Married,121850,3,14,0,13,2,7,5,2,2,3,4,3,Not Applicable,Not Applicable,0
3359,2016,35,Travel_Rarely,Research & Development,2,1,Life Sciences,3,Married,106090,1,22,0,10,3,10,0,7,4,4,1,3,Not Applicable,Not Applicable,0
3360,2016,49,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Married,43450,4,15,0,29,3,26,1,7,1,2,2,2,Not Applicable,Not Applicable,0
3361,2016,48,Travel_Rarely,Research & Development,1,4,Medical,1,Married,21770,4,18,0,13,4,0,0,0,4,3,2,3,Not Applicable,Not Applicable,0
3362,2016,31,Non-Travel,Research & Development,1,2,Technical Degree,2,Married,27930,1,16,0,9,4,9,0,0,4,3,2,3,Not Applicable,Not Applicable,0
3363,2016,36,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Single,79180,2,12,2,8,3,6,0,1,2,4,3,2,Not Applicable,Not Applicable,0
3364,2016,38,Travel_Rarely,Sales,6,3,Other,2,Married,87890,1,11,3,15,4,15,5,11,4,1,3,3,Not Applicable,Not Applicable,0
3365,2016,32,Non-Travel,Sales,18,3,Marketing,1,Married,23890,6,12,1,5,4,3,0,2,3,2,3,2,Not Applicable,Not Applicable,0
3367,2016,40,Travel_Rarely,Research & Development,1,4,Medical,2,Divorced,192320,2,14,1,11,3,1,0,0,1,2,2,3,Not Applicable,Not Applicable,0
3368,2016,26,Travel_Frequently,Sales,11,3,Marketing,2,Single,22670,1,19,3,7,2,7,0,7,3,1,3,2,Not Applicable,Not Applicable,0
3369,2016,41,Travel_Rarely,Research & Development,1,4,Medical,1,Single,195170,2,13,0,20,5,18,2,17,4,1,3,3,Not Applicable,Not Applicable,0
3370,2016,36,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Single,24360,4,13,0,16,3,11,3,9,3,3,3,1,Not Applicable,Not Applicable,0
3373,2016,31,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Married,190680,0,12,0,10,1,9,8,5,4,4,1,3,Not Applicable,Not Applicable,0
3374,2016,40,Travel_Frequently,Sales,1,3,Marketing,1,Divorced,39310,8,19,0,3,2,1,0,0,4,2,3,2,Not Applicable,Not Applicable,0
3375,2016,32,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Married,37300,1,25,1,8,4,8,6,3,3,1,4,3,Not Applicable,Not Applicable,0
3377,2016,33,Travel_Rarely,Research & Development,1,4,Medical,4,Single,44650,0,13,0,6,3,5,1,4,2,4,3,3,Not Applicable,Not Applicable,0
3379,2016,45,Non-Travel,Research & Development,8,1,Life Sciences,2,Married,33190,1,12,1,9,3,9,0,8,3,2,2,3,Not Applicable,Not Applicable,0
3380,2016,29,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Married,192020,1,12,0,3,5,3,0,2,3,4,3,3,Not Applicable,Not Applicable,0
3381,2016,35,Travel_Rarely,Human Resources,1,3,Human Resources,3,Married,136750,1,15,3,5,5,5,1,0,3,3,3,2,Not Applicable,Not Applicable,0
3382,2016,52,Travel_Rarely,Research & Development,5,4,Other,1,Married,29110,2,17,2,26,3,9,7,8,4,4,2,3,Not Applicable,Not Applicable,0
3384,2016,53,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Divorced,39200,6,16,1,22,3,17,15,2,3,3,4,3,Not Applicable,Not Applicable,0
3385,2016,30,Travel_Rarely,Sales,3,4,Marketing,1,Divorced,64340,5,14,1,10,3,8,7,7,3,3,4,2,Not Applicable,Not Applicable,0
3386,2016,38,Non-Travel,Sales,4,3,Life Sciences,2,Single,100480,1,23,1,6,2,5,1,3,3,4,3,3,Not Applicable,Not Applicable,0
3387,2016,35,Travel_Rarely,Sales,1,2,Life Sciences,2,Divorced,109380,6,14,2,12,2,10,0,8,4,4,3,1,Not Applicable,Not Applicable,0
3388,2016,39,Travel_Rarely,Sales,1,1,Marketing,2,Single,23400,0,11,1,9,2,8,0,7,3,3,3,2,Not Applicable,Not Applicable,0
3390,2016,47,Travel_Frequently,Research & Development,7,4,Life Sciences,3,Divorced,69310,1,11,0,20,3,19,2,7,3,3,4,3,Not Applicable,Not Applicable,0
3391,2016,36,Non-Travel,Sales,28,1,Life Sciences,2,Divorced,48980,4,13,1,12,3,7,0,7,1,4,3,3,Not Applicable,Not Applicable,0
3393,2016,33,Non-Travel,Sales,15,3,Other,4,Single,194360,1,19,2,10,4,10,6,0,4,3,3,3,Not Applicable,Not Applicable,0
3395,2016,33,Travel_Rarely,Research & Development,2,2,Technical Degree,2,Single,34790,3,12,0,5,3,3,0,2,2,4,3,3,Not Applicable,Not Applicable,0
3396,2016,45,Travel_Rarely,Research & Development,26,1,Medical,3,Divorced,27940,3,19,1,8,2,5,0,2,4,4,3,3,Not Applicable,Not Applicable,0
3397,2016,50,Travel_Rarely,Sales,10,1,Life Sciences,1,Divorced,52490,9,21,2,32,2,5,1,3,4,4,2,2,Not Applicable,Not Applicable,0
3398,2016,33,Travel_Frequently,Sales,1,3,Marketing,2,Married,21760,1,14,1,6,2,6,1,2,3,2,3,2,Not Applicable,Not Applicable,0
3399,2016,41,Travel_Frequently,Sales,11,3,Other,1,Divorced,168720,2,15,1,21,2,18,0,11,1,3,4,3,Not Applicable,Not Applicable,0
3400,2016,27,Travel_Rarely,Research & Development,20,4,Other,2,Married,34850,9,17,2,4,2,2,2,2,3,2,3,3,Not Applicable,Not Applicable,0
3401,2016,45,Non-Travel,Sales,2,3,Medical,1,Married,66440,1,12,0,9,3,9,0,8,4,1,3,4,Not Applicable,Not Applicable,0
3402,2016,47,Travel_Rarely,Sales,18,4,Medical,2,Single,55820,1,16,0,9,3,9,0,7,4,4,3,3,Not Applicable,Not Applicable,0
3404,2016,50,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Married,134960,3,18,1,22,3,12,1,5,4,3,3,3,Not Applicable,Not Applicable,0
3405,2016,38,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Married,32100,0,17,2,3,5,2,0,2,3,3,2,2,Not Applicable,Not Applicable,0
3406,2016,46,Travel_Rarely,Research & Development,28,3,Medical,3,Divorced,190450,6,11,3,13,2,8,0,7,4,3,3,3,Not Applicable,Not Applicable,0
3407,2016,24,Travel_Rarely,Sales,28,3,Life Sciences,1,Divorced,118490,1,16,1,5,3,4,3,2,4,3,3,3,Not Applicable,Not Applicable,0
3409,2016,31,Travel_Frequently,Research & Development,5,2,Technical Degree,2,Married,65020,1,12,0,4,3,4,0,3,3,1,3,3,Not Applicable,Not Applicable,0
3410,2016,18,Non-Travel,Sales,5,4,Other,2,Single,32300,1,12,1,0,3,0,0,0,2,4,3,3,Not Applicable,Not Applicable,0
3411,2016,54,Travel_Rarely,Sales,23,3,Medical,1,Married,136030,8,13,1,22,2,10,0,8,3,3,3,3,Not Applicable,Not Applicable,0
3412,2016,35,Travel_Rarely,Research & Development,6,4,Medical,1,Divorced,119960,1,19,2,16,3,16,10,1,3,3,2,3,Not Applicable,Not Applicable,0
3413,2016,30,Travel_Rarely,Research & Development,4,3,Life Sciences,5,Married,56050,0,12,1,9,0,8,1,7,2,1,2,2,Not Applicable,Not Applicable,0
3416,2016,26,Travel_Rarely,Sales,1,3,Marketing,2,Married,175840,1,20,0,8,2,8,1,3,4,4,3,3,Not Applicable,Not Applicable,0
3417,2016,22,Travel_Rarely,Research & Development,8,3,Other,2,Married,49070,1,21,1,4,2,4,1,1,2,1,2,3,Not Applicable,Not Applicable,0
3418,2016,48,Travel_Rarely,Human Resources,2,4,Medical,2,Single,45540,2,11,2,19,3,2,2,2,1,3,3,3,Not Applicable,Not Applicable,0
3419,2016,48,Travel_Rarely,Sales,3,3,Medical,1,Single,54150,7,11,1,27,1,15,4,8,3,3,3,3,Not Applicable,Not Applicable,0
3420,2016,41,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Single,47410,6,16,0,8,3,2,2,1,4,3,3,3,Not Applicable,Not Applicable,0
3421,2016,39,Travel_Rarely,Sales,2,3,Life Sciences,3,Married,21150,1,18,0,21,3,21,11,8,4,4,3,4,Not Applicable,Not Applicable,0
3422,2016,27,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Married,31610,0,13,2,4,0,3,2,2,1,4,3,3,Not Applicable,Not Applicable,0
3423,2016,35,Travel_Rarely,Sales,24,3,Medical,5,Divorced,57450,1,17,3,3,4,3,1,2,2,4,2,3,Not Applicable,Not Applicable,0
3424,2016,42,Travel_Rarely,Research & Development,23,4,Other,1,Married,23730,6,14,1,21,3,1,0,0,4,3,4,4,Not Applicable,Not Applicable,0
3425,2016,50,Travel_Rarely,Sales,27,3,Medical,2,Married,33100,4,22,1,8,3,1,0,0,1,4,3,4,Not Applicable,Not Applicable,0
3426,2016,59,Travel_Rarely,Research & Development,16,4,Medical,5,Single,186650,3,12,0,30,3,5,4,3,3,4,3,2,Not Applicable,Not Applicable,0
3428,2016,55,Travel_Frequently,Research & Development,26,2,Life Sciences,2,Married,27890,3,13,1,17,2,8,6,7,3,2,3,2,Not Applicable,Not Applicable,0
3429,2016,41,Non-Travel,Research & Development,19,1,Life Sciences,2,Divorced,58280,1,13,0,21,0,21,5,10,2,3,3,3,Not Applicable,Not Applicable,0
3430,2016,38,Travel_Rarely,Research & Development,24,2,Other,1,Single,23260,8,14,0,19,3,1,0,0,2,4,3,4,Not Applicable,Not Applicable,0
3433,2016,44,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Married,80200,3,11,1,23,2,12,11,11,4,4,3,3,Not Applicable,Not Applicable,0
3434,2016,50,Non-Travel,Human Resources,2,2,Life Sciences,1,Married,36880,0,11,0,19,3,18,0,13,4,3,3,2,Not Applicable,Not Applicable,0
3436,2016,39,Travel_Frequently,Sales,11,3,Marketing,1,Single,160150,1,11,0,21,3,21,2,8,4,1,3,4,Not Applicable,Not Applicable,0
3437,2016,33,Non-Travel,Sales,9,2,Technical Degree,5,Single,12000,0,11,1,3,3,2,2,2,2,4,2,3,Not Applicable,Not Applicable,0
3438,2016,45,Travel_Rarely,Research & Development,7,2,Other,1,Married,56610,3,12,0,26,2,9,1,1,4,4,4,2,Not Applicable,Not Applicable,0
3439,2016,32,Non-Travel,Research & Development,15,3,Medical,2,Single,69290,9,20,0,10,6,8,7,7,4,3,3,1,Not Applicable,Not Applicable,0
3440,2016,34,Travel_Rarely,Sales,6,4,Marketing,2,Divorced,96130,0,12,1,16,5,15,0,9,2,4,2,2,Not Applicable,Not Applicable,0
3441,2016,59,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Married,56740,3,12,0,14,6,6,0,4,2,4,1,3,Not Applicable,Not Applicable,0
3442,2016,45,Travel_Rarely,Research & Development,16,1,Medical,2,Single,54840,1,20,3,6,6,6,0,4,2,2,3,3,Not Applicable,Not Applicable,0
3443,2016,53,Travel_Frequently,Sales,8,2,Medical,2,Married,120610,2,20,1,30,2,15,6,12,3,2,3,4,Not Applicable,Not Applicable,0
3446,2016,34,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Married,64100,1,13,1,1,5,1,0,0,3,3,3,2,Not Applicable,Not Applicable,0
3447,2016,28,Travel_Rarely,Research & Development,10,3,Other,2,Married,52100,1,15,0,1,1,1,0,0,4,2,3,4,Not Applicable,Not Applicable,0
3448,2016,38,Travel_Frequently,Sales,9,4,Medical,2,Married,26950,3,14,1,8,4,2,2,2,3,3,3,1,Not Applicable,Not Applicable,0
3449,2016,50,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Married,118780,2,13,1,29,2,8,7,7,2,3,2,3,Not Applicable,Not Applicable,0
3450,2016,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Single,170680,3,23,0,8,6,4,0,1,4,2,2,3,Not Applicable,Not Applicable,0
3451,2016,40,Travel_Rarely,Human Resources,2,3,Medical,5,Married,24550,1,15,1,8,2,7,7,5,3,1,2,3,Not Applicable,Not Applicable,0
3452,2016,26,Travel_Frequently,Research & Development,3,3,Medical,2,Divorced,139640,1,11,2,5,1,5,1,3,1,3,3,2,Not Applicable,Not Applicable,0
3453,2016,46,Travel_Rarely,Research & Development,2,1,Medical,3,Divorced,49410,9,13,2,23,2,2,2,2,4,4,3,2,Not Applicable,Not Applicable,0
3454,2016,54,Travel_Rarely,Research & Development,5,3,Medical,2,Married,24780,6,11,0,13,0,9,7,0,3,3,3,3,Not Applicable,Not Applicable,0
3455,2016,56,Travel_Frequently,Research & Development,1,2,Life Sciences,2,Married,52280,2,11,0,18,4,5,0,3,1,3,3,3,Not Applicable,Not Applicable,0
3456,2016,36,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Single,44780,0,18,1,15,3,14,7,8,4,4,2,3,Not Applicable,Not Applicable,0
3457,2016,55,Non-Travel,Research & Development,2,3,Medical,2,Single,75470,7,16,0,31,2,9,6,2,3,1,4,2,Not Applicable,Not Applicable,0
3458,2016,43,Travel_Rarely,Sales,25,2,Life Sciences,3,Divorced,50550,5,22,0,18,2,1,0,0,3,4,3,2,Not Applicable,Not Applicable,0
3461,2016,46,Travel_Rarely,Sales,12,3,Marketing,3,Divorced,89430,8,12,1,19,6,16,1,7,4,1,3,3,Not Applicable,Not Applicable,0
3464,2016,26,Travel_Rarely,Research & Development,5,4,Medical,2,Married,46820,1,11,1,6,3,5,1,3,1,1,3,1,Not Applicable,Not Applicable,0
3465,2016,30,Travel_Rarely,Research & Development,8,3,Medical,1,Married,183000,0,14,0,7,6,6,0,2,3,1,2,3,Not Applicable,Not Applicable,0
3466,2016,41,Travel_Rarely,Sales,1,4,Life Sciences,1,Married,52570,1,14,0,10,2,10,0,8,2,3,3,4,Not Applicable,Not Applicable,0
3467,2016,38,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Married,63490,0,11,0,20,3,19,1,9,3,3,2,3,Not Applicable,Not Applicable,0
3468,2016,40,Travel_Rarely,Sales,1,4,Marketing,1,Married,48690,4,12,0,14,2,11,11,1,1,4,3,3,Not Applicable,Not Applicable,0
3469,2016,27,Non-Travel,Sales,11,3,Technical Degree,2,Married,99850,1,14,1,3,3,3,1,2,1,3,3,2,Not Applicable,Not Applicable,0
3470,2016,55,Travel_Frequently,Research & Development,23,5,Life Sciences,3,Married,36970,3,13,1,23,1,3,1,2,4,2,3,3,Not Applicable,Not Applicable,0
3471,2016,28,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Single,74570,3,11,2,10,1,8,1,7,3,3,4,4,Not Applicable,Not Applicable,0
3473,2016,33,Travel_Rarely,Sales,23,4,Marketing,4,Divorced,39830,4,12,0,9,3,3,1,2,4,4,3,3,Not Applicable,Not Applicable,0
3476,2016,28,Travel_Rarely,Human Resources,1,1,Human Resources,2,Divorced,63470,1,15,1,4,2,4,2,2,1,3,2,3,Not Applicable,Not Applicable,0
3477,2016,34,Travel_Frequently,Sales,29,4,Marketing,1,Single,115100,0,14,1,7,5,6,0,4,1,4,2,3,Not Applicable,Not Applicable,0
3478,2016,37,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Divorced,71430,2,21,0,8,6,1,0,0,4,4,3,2,Not Applicable,Not Applicable,0
3482,2016,42,Travel_Rarely,Research & Development,11,1,Life Sciences,4,Married,60320,0,14,0,23,2,22,13,7,4,1,3,2,Not Applicable,Not Applicable,0
3485,2016,33,Travel_Frequently,Sales,9,3,Medical,2,Married,46490,0,12,0,4,2,3,0,2,4,2,3,2,Not Applicable,Not Applicable,0
3486,2016,34,Non-Travel,Sales,1,1,Marketing,2,Married,26960,3,23,0,6,3,0,0,0,3,4,3,3,Not Applicable,Not Applicable,0
3487,2016,48,Non-Travel,Sales,2,1,Life Sciences,2,Single,23700,2,11,0,27,3,5,2,1,1,4,2,3,Not Applicable,Not Applicable,0
3488,2016,45,Non-Travel,Research & Development,1,3,Medical,2,Married,125040,1,12,1,15,2,15,4,12,2,3,3,3,Not Applicable,Not Applicable,0
3489,2016,52,Travel_Rarely,Sales,1,3,Life Sciences,1,Single,59740,7,18,1,18,6,8,4,0,2,2,3,3,Not Applicable,Not Applicable,0
3490,2016,38,Travel_Rarely,Research & Development,6,2,Medical,1,Divorced,47360,0,11,1,9,3,8,2,7,3,3,3,2,Not Applicable,Not Applicable,0
3491,2016,29,Travel_Rarely,Research & Development,8,3,Medical,4,Divorced,52960,4,14,0,11,3,7,1,7,3,4,3,4,Not Applicable,Not Applicable,0
3492,2016,28,Travel_Rarely,Human Resources,1,3,Human Resources,4,Divorced,67810,0,15,1,10,2,9,1,7,4,2,2,3,Not Applicable,Not Applicable,0
3493,2016,46,Travel_Rarely,Research & Development,6,4,Medical,3,Married,21740,3,11,1,23,3,12,4,9,1,3,3,3,Not Applicable,Not Applicable,0
3494,2016,38,Travel_Rarely,Research & Development,7,4,Medical,1,Single,66530,7,20,1,10,2,1,0,0,4,2,3,3,Not Applicable,Not Applicable,0
3495,2016,43,Travel_Frequently,Research & Development,5,3,Medical,2,Married,96990,8,19,1,18,3,8,0,1,3,1,3,3,Not Applicable,Not Applicable,0
3497,2016,40,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Single,22130,1,17,0,21,4,20,4,9,3,3,4,3,Not Applicable,Not Applicable,0
3498,2016,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Single,26100,1,11,1,2,3,2,2,2,4,2,4,2,Not Applicable,Not Applicable,0
3499,2016,39,Non-Travel,Research & Development,6,3,Life Sciences,1,Single,28510,9,15,0,9,2,5,0,3,3,2,2,3,Not Applicable,Not Applicable,0
3500,2016,36,Non-Travel,Research & Development,1,3,Medical,3,Single,34520,2,13,3,18,4,11,0,9,1,4,3,4,Not Applicable,Not Applicable,0
3501,2016,31,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Married,52580,0,14,3,3,5,2,2,2,3,4,3,3,Not Applicable,Not Applicable,0
3502,2016,28,Travel_Rarely,Sales,2,4,Marketing,1,Married,93550,0,11,0,6,4,5,0,4,1,2,1,3,Not Applicable,Not Applicable,0
3503,2016,35,Travel_Frequently,Research & Development,9,2,Other,1,Divorced,104960,1,13,1,5,2,5,0,2,4,4,3,3,Not Applicable,Not Applicable,0
3504,2016,49,Travel_Rarely,Sales,2,2,Medical,1,Married,63800,6,23,1,22,1,9,2,3,4,2,3,2,Not Applicable,Not Applicable,0
3505,2016,34,Travel_Frequently,Sales,9,1,Technical Degree,2,Single,26570,2,13,1,5,3,3,0,2,4,3,2,2,Not Applicable,Not Applicable,0
3506,2016,29,Travel_Frequently,Research & Development,1,4,Medical,3,Divorced,27160,0,18,0,8,2,7,1,1,4,2,2,1,Not Applicable,Not Applicable,0
3507,2016,42,Travel_Rarely,Sales,21,2,Life Sciences,1,Single,22010,4,12,1,16,3,1,0,0,2,4,3,4,Not Applicable,Not Applicable,0
3508,2016,29,Travel_Rarely,Sales,4,2,Other,2,Married,65400,1,22,0,10,2,10,1,2,2,4,2,1,Not Applicable,Not Applicable,0
3509,2016,38,Travel_Rarely,Research & Development,1,3,Medical,1,Married,38160,1,13,2,7,2,7,5,0,3,3,4,2,Not Applicable,Not Applicable,0
3510,2016,28,Travel_Frequently,Sales,6,4,Life Sciences,1,Divorced,52530,1,15,0,3,2,3,0,2,3,3,3,3,Not Applicable,Not Applicable,0
3513,2016,41,Travel_Rarely,Research & Development,4,2,Medical,2,Married,25430,3,12,0,6,3,1,0,0,2,4,3,3,Not Applicable,Not Applicable,0
3515,2016,37,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Divorced,166590,7,16,1,9,2,6,1,3,3,4,3,3,Not Applicable,Not Applicable,0
3516,2016,27,Travel_Rarely,Research & Development,6,2,Medical,1,Married,42600,1,11,2,4,2,4,2,2,4,3,3,3,Not Applicable,Not Applicable,0
3517,2016,34,Travel_Rarely,Sales,1,1,Marketing,2,Married,24760,1,19,0,6,2,6,1,3,2,3,2,3,Not Applicable,Not Applicable,0
3518,2016,35,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Single,31020,1,13,1,6,3,5,1,4,3,3,1,2,Not Applicable,Not Applicable,0
3520,2016,40,Travel_Frequently,Research & Development,2,4,Medical,4,Single,75960,9,11,0,20,0,18,2,13,2,3,2,1,Not Applicable,Not Applicable,0
3522,2016,42,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Single,30340,7,21,1,9,3,6,1,5,2,1,4,2,Not Applicable,Not Applicable,0
3523,2016,35,Travel_Rarely,Research & Development,5,3,Medical,1,Married,57150,6,24,2,10,0,8,1,7,4,3,3,3,Not Applicable,Not Applicable,0
3524,2016,24,Travel_Rarely,Sales,7,4,Life Sciences,1,Single,25760,8,17,3,6,3,4,1,2,4,2,3,3,Not Applicable,Not Applicable,0
3526,2016,26,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Married,143360,1,21,1,8,3,8,0,7,1,4,3,3,Not Applicable,Not Applicable,0
3527,2016,30,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Married,34480,1,11,0,10,3,10,1,4,3,3,3,3,Not Applicable,Not Applicable,0
3528,2016,40,Travel_Frequently,Research & Development,26,4,Life Sciences,2,Married,194060,3,20,3,16,2,1,0,0,3,4,1,3,Not Applicable,Not Applicable,0
3529,2016,35,Travel_Rarely,Research & Development,18,5,Medical,2,Divorced,65380,2,16,1,15,3,7,6,4,3,2,4,3,Not Applicable,Not Applicable,0
3530,2016,34,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Single,43060,0,11,0,14,2,13,4,9,4,1,3,3,Not Applicable,Not Applicable,0
3531,2016,35,Travel_Frequently,Research & Development,3,3,Medical,2,Married,22580,1,11,1,2,2,2,2,2,4,4,4,3,Not Applicable,Not Applicable,0
3533,2016,32,Non-Travel,Research & Development,11,2,Other,2,Divorced,44870,1,11,0,1,5,1,0,0,3,1,3,2,Not Applicable,Not Applicable,0
3534,2016,56,Travel_Rarely,Research & Development,3,2,Other,2,Divorced,44490,2,15,0,28,3,5,4,2,4,1,3,1,Not Applicable,Not Applicable,0
3535,2016,29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Married,22180,1,24,1,10,1,10,0,8,3,4,3,3,Not Applicable,Not Applicable,0
3536,2016,19,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Single,191970,1,12,0,1,2,1,0,0,3,1,3,3,Not Applicable,Not Applicable,0
3537,2016,45,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Married,132120,4,13,0,7,4,3,0,2,1,3,2,3,Not Applicable,Not Applicable,0
3538,2016,37,Travel_Rarely,Research & Development,14,4,Life Sciences,3,Married,65770,1,13,0,14,1,14,3,11,4,4,2,1,Not Applicable,Not Applicable,0
3539,2016,20,Travel_Rarely,Research & Development,6,3,Medical,5,Single,83920,1,17,0,2,5,2,1,2,1,3,2,3,Not Applicable,Not Applicable,0
3541,2016,53,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Divorced,40310,3,12,1,26,3,7,4,7,4,3,3,2,Not Applicable,Not Applicable,0
3542,2016,29,Travel_Rarely,Research & Development,23,3,Medical,1,Married,79690,0,14,0,6,3,5,1,3,2,4,2,3,Not Applicable,Not Applicable,0
3544,2016,46,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,165550,8,14,2,28,4,26,15,9,3,1,3,3,Not Applicable,Not Applicable,0
3545,2016,44,Non-Travel,Research & Development,20,3,Life Sciences,1,Single,45560,2,13,0,6,4,0,0,0,4,3,3,3,Not Applicable,Not Applicable,0
3546,2016,33,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Married,60910,1,15,0,5,6,5,1,4,2,3,3,1,Not Applicable,Not Applicable,0
3548,2016,30,Travel_Rarely,Sales,20,3,Marketing,3,Divorced,48100,8,18,0,8,3,4,0,3,3,1,3,2,Not Applicable,Not Applicable,0
3549,2016,40,Travel_Frequently,Sales,9,3,Medical,1,Married,45230,5,16,1,5,5,0,0,0,2,2,3,4,Not Applicable,Not Applicable,0
3550,2016,50,Travel_Frequently,Research & Development,25,4,Life Sciences,2,Married,32020,2,24,1,32,2,2,2,2,4,1,3,3,Not Applicable,Not Applicable,0
3551,2016,28,Travel_Rarely,Research & Development,6,3,Technical Degree,2,Married,23510,1,16,0,6,4,6,3,3,4,1,3,3,Not Applicable,Not Applicable,0
3552,2016,46,Travel_Rarely,Research & Development,8,4,Other,3,Married,17020,5,21,0,25,2,4,0,3,4,2,3,3,Not Applicable,Not Applicable,0
3553,2016,35,Travel_Rarely,Sales,4,4,Marketing,1,Married,180410,3,20,1,15,3,7,1,7,3,1,3,2,Not Applicable,Not Applicable,0
3555,2016,33,Travel_Frequently,Research & Development,9,2,Medical,1,Married,20970,1,14,2,10,5,10,0,1,2,3,2,2,Not Applicable,Not Applicable,0
3556,2016,36,Travel_Rarely,Research & Development,9,2,Medical,2,Divorced,119350,1,11,3,7,6,7,1,7,3,3,3,4,Not Applicable,Not Applicable,0
3557,2016,30,Travel_Rarely,Sales,29,3,Marketing,1,Divorced,25460,1,14,1,10,2,10,8,9,3,3,2,3,Not Applicable,Not Applicable,0
3558,2016,44,Travel_Rarely,Research & Development,3,4,Medical,2,Single,25640,1,12,3,20,3,20,13,17,4,4,3,1,Not Applicable,Not Applicable,0
3559,2016,20,Travel_Rarely,Research & Development,18,4,Medical,1,Single,84120,1,13,0,2,2,2,2,2,3,4,3,2,Not Applicable,Not Applicable,0
3560,2016,46,Travel_Rarely,Sales,9,1,Medical,1,Divorced,141180,2,22,0,12,3,6,1,4,4,4,2,3,Not Applicable,Not Applicable,0
3561,2016,42,Non-Travel,Research & Development,5,4,Medical,5,Married,170460,7,11,0,10,3,4,0,3,4,1,4,2,Not Applicable,Not Applicable,0
3562,2016,60,Travel_Rarely,Sales,2,2,Life Sciences,2,Divorced,25640,0,14,1,12,3,11,1,9,2,4,3,3,Not Applicable,Not Applicable,0
